[2026-06-09 15:17:18.193531] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:17:18.212567] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:17:18.222734] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:21:38.704266] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:21:38.715962] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:21:38.741470] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:23:34.064851] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:23:34.072166] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:23:35.051135] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:38:52.835621] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:38:52.843244] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:38:52.848494] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:52:53.734181] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:52:53.923575] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
[2026-06-09 15:52:53.928072] API CALL -> sucursal_id: None, tenant: 69cd7f0a8f3f6866d4cfbb62, time_range: today
